File,System / File Purpose,Format,Table/Schema,Column #,Column,Type,Length,Rows/Records,Example Values,Plain English Meaning,Server Link / Use Hint,Confidence,Notes
MobWeapon.shn,monster Weapon data/configuration,SHN,,13,MinMA,DWORD,4,5815,0 | 0 | 0,minimum MA value for monster Weapon data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use as a tunable gameplay/config value for monster Weapon data/configuration; preserve type and verify scale during runtime tests.,Medium,
MobWeapon.shn,monster Weapon data/configuration,SHN,,14,MaxMA,DWORD,4,5815,0 | 0 | 0,maximum MA value for monster Weapon data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use as a tunable gameplay/config value for monster Weapon data/configuration; preserve type and verify scale during runtime tests.,Medium,
MobWeapon.shn,monster Weapon data/configuration,SHN,,15,MH,WORD,2,5815,0 | 0 | 0,MH value for monster Weapon data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading monster Weapon data/configuration; exact server branch depends on the file's system.,Medium,
MobWeapon.shn,monster Weapon data/configuration,SHN,,16,Range,WORD,2,5815,10 | 10 | 10,Range value for monster Weapon data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading monster Weapon data/configuration; exact server branch depends on the file's system.,Medium,
MobWeapon.shn,monster Weapon data/configuration,SHN,,17,MopAttackTarget,DWORD_11,4,5815,0 | 0 | 0,Mop Attack Target value for monster Weapon data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading monster Weapon data/configuration; exact server branch depends on the file's system.,Medium,
MobWeapon.shn,monster Weapon data/configuration,SHN,,18,HitType,DWORD_11,4,5815,0 | 0 | 0,Category/type selector for this monster Weapon data/configuration row. The server uses it to choose which behavior branch applies.,Use when implementing/loading monster Weapon data/configuration; exact server branch depends on the file's system.,Medium,
MobWeapon.shn,monster Weapon data/configuration,SHN,,19,StaName,STRING,33,5815,- | - | -,"Name/label used by this monster Weapon data/configuration table. It may be display text, a resource key, or an internal label depending on the file.",Use when implementing/loading monster Weapon data/configuration; exact server branch depends on the file's system.,Medium,
MobWeapon.shn,monster Weapon data/configuration,SHN,,20,StaStrength,WORD,2,5815,0 | 0 | 0,Character/combat/stat value used by this monster Weapon data/configuration table.,Use when implementing/loading monster Weapon data/configuration; exact server branch depends on the file's system.,Medium,
MobWeapon.shn,monster Weapon data/configuration,SHN,,21,StaRate,WORD,2,5815,0 | 0 | 0,"Chance/rate/multiplier used by this monster Weapon data/configuration table. The exact scale may be percent, per-10k, or table-specific until runtime confirms it.",Use as a tunable gameplay/config value for monster Weapon data/configuration; preserve type and verify scale during runtime tests.,High,
MobWeapon.shn,monster Weapon data/configuration,SHN,,22,AggroInitialize,WORD,2,5815,0 | 0 | 0,Aggro Initialize value for monster Weapon data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading monster Weapon data/configuration; exact server branch depends on the file's system.,Medium,
MoverAbility.shn,Mover Ability data/configuration,SHN,,1,MoverIDX,STRING,32,0,,Coordinate/position value used by this Mover Ability data/configuration table.,Use as a lookup/link field when wiring Mover Ability data/configuration into server tables/services.,Medium,
MoverAbility.shn,Mover Ability data/configuration,SHN,,2,MoverLv,BYTE,1,0,,Level value or level requirement/range used by this Mover Ability data/configuration table.,Use when implementing/loading Mover Ability data/configuration; exact server branch depends on the file's system.,Medium,
MoverAbility.shn,Mover Ability data/configuration,SHN,,3,HP,DWORD,4,0,,Character/combat/stat value used by this Mover Ability data/configuration table.,Use when implementing/loading Mover Ability data/configuration; exact server branch depends on the file's system.,Medium,
MoverAbility.shn,Mover Ability data/configuration,SHN,,4,WCMin,DWORD,4,0,,WCMin value for Mover Ability data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use as a tunable gameplay/config value for Mover Ability data/configuration; preserve type and verify scale during runtime tests.,Medium,
MoverAbility.shn,Mover Ability data/configuration,SHN,,5,WCMax,DWORD,4,0,,Coordinate/position value used by this Mover Ability data/configuration table.,Use as a tunable gameplay/config value for Mover Ability data/configuration; preserve type and verify scale during runtime tests.,Medium,
MoverAbility.shn,Mover Ability data/configuration,SHN,,6,MAMin,DWORD,4,0,,MAMin value for Mover Ability data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use as a tunable gameplay/config value for Mover Ability data/configuration; preserve type and verify scale during runtime tests.,Medium,
MoverAbility.shn,Mover Ability data/configuration,SHN,,7,MAMax,DWORD,4,0,,Coordinate/position value used by this Mover Ability data/configuration table.,Use as a tunable gameplay/config value for Mover Ability data/configuration; preserve type and verify scale during runtime tests.,Medium,
MoverAbility.shn,Mover Ability data/configuration,SHN,,8,AC,WORD,2,0,,AC value for Mover Ability data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Mover Ability data/configuration; exact server branch depends on the file's system.,Medium,
MoverAbility.shn,Mover Ability data/configuration,SHN,,9,MR,WORD,2,0,,MR value for Mover Ability data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Mover Ability data/configuration; exact server branch depends on the file's system.,Medium,
MoverAbility.shn,Mover Ability data/configuration,SHN,,10,TH,WORD,2,0,,TH value for Mover Ability data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Mover Ability data/configuration; exact server branch depends on the file's system.,Medium,
MoverAbility.shn,Mover Ability data/configuration,SHN,,11,TB,WORD,2,0,,TB value for Mover Ability data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Mover Ability data/configuration; exact server branch depends on the file's system.,Medium,
MoverAbility.shn,Mover Ability data/configuration,SHN,,12,ResIndex,STRING,32,0,,Coordinate/position value used by this Mover Ability data/configuration table.,"Client-facing resource pointer for Mover Ability data/configuration; server may only need to pass/validate it, not calculate with it.",Medium,
MoverAbility.shn,Mover Ability data/configuration,SHN,,13,AbsoluteSize,DWORD,4,0,,Absolute Size value for Mover Ability data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Mover Ability data/configuration; exact server branch depends on the file's system.,Medium,
MoverHG.shn,Mover HG data/configuration,SHN,,1,MoverIDX,STRING,32,461,M_Sidecar01 | M_Sidecar01_1 | M_Sidecar01_2,Coordinate/position value used by this Mover HG data/configuration table.,Use as a lookup/link field when wiring Mover HG data/configuration into server tables/services.,Medium,
MoverHG.shn,Mover HG data/configuration,SHN,,2,FeedType,STRING,32,461,- | - | -,Category/type selector for this Mover HG data/configuration row. The server uses it to choose which behavior branch applies.,Use when implementing/loading Mover HG data/configuration; exact server branch depends on the file's system.,Medium,
MoverHG.shn,Mover HG data/configuration,SHN,,3,RestoreAmount,WORD,2,461,0 | 0 | 0,"Client resource reference used by this Mover HG data/configuration table, such as model, texture, animation, sound, or UI resource.",Use as a tunable gameplay/config value for Mover HG data/configuration; preserve type and verify scale during runtime tests.,Medium,
MoverHG.shn,Mover HG data/configuration,SHN,,4,MaxHG,WORD,2,461,100 | 100 | 100,maximum HG value for Mover HG data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use as a tunable gameplay/config value for Mover HG data/configuration; preserve type and verify scale during runtime tests.,Medium,
MoverHG.shn,Mover HG data/configuration,SHN,,5,CreateHG,WORD,2,461,100 | 100 | 100,Create HG value for Mover HG data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Mover HG data/configuration; exact server branch depends on the file's system.,Medium,
MoverHG.shn,Mover HG data/configuration,SHN,,6,Tick,WORD,2,461,0 | 0 | 0,Tick value for Mover HG data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Mover HG data/configuration; exact server branch depends on the file's system.,Medium,
